asin,reviewerID,reviewerName,helpful,reviewText,overall,unixReviewTime,reviewTime,title,price,imUrl,salesRank,brand,categories
B0015A4V0E,AU36YWRT31X8S,bnf,"[0, 0]",It all came in pretty fast and it is working perfectly well. It is working great so far. the price was reasonable.,5.0,1356048000,"12 21, 2012",LG OEM LGIP-430G BATTERY FOR CF360 CU720 SHINE,3.99,http://ecx.images-amazon.com/images/I/41OUZp6RuEL._SY300_.jpg,{'Cell Phones & Accessories': 43779},LG,"[['Cell Phones & Accessories', 'Accessories', 'Batteries', 'Internal Batteries']]"
B0015A4V0E,A2867OIBOFEZ0A,Donna,"[0, 0]","If you need a good battery buy these I got for my LG 620G and they hold the charge nice and for along time, will buy again from them, thank you.",5.0,1370390400,"06 5, 2013",LG OEM LGIP-430G BATTERY FOR CF360 CU720 SHINE,3.99,http://ecx.images-amazon.com/images/I/41OUZp6RuEL._SY300_.jpg,{'Cell Phones & Accessories': 43779},LG,"[['Cell Phones & Accessories', 'Accessories', 'Batteries', 'Internal Batteries']]"
B0015A4V0E,A1U0NL0BHR977S,Ion,"[0, 0]",The battery works great and really happy of the product I would recommend this item to others that need it.,5.0,1359936000,"02 4, 2013",LG OEM LGIP-430G BATTERY FOR CF360 CU720 SHINE,3.99,http://ecx.images-amazon.com/images/I/41OUZp6RuEL._SY300_.jpg,{'Cell Phones & Accessories': 43779},LG,"[['Cell Phones & Accessories', 'Accessories', 'Batteries', 'Internal Batteries']]"
B0015A4V0E,AAA0TUKS5VBSA,Nerd Alert,"[1, 1]","If this battery is a knock-off, it is a convincing one.  It looks and works like the original.  I will update the review if it degrades quickly or if there are any other issues.",5.0,1332892800,"03 28, 2012",LG OEM LGIP-430G BATTERY FOR CF360 CU720 SHINE,3.99,http://ecx.images-amazon.com/images/I/41OUZp6RuEL._SY300_.jpg,{'Cell Phones & Accessories': 43779},LG,"[['Cell Phones & Accessories', 'Accessories', 'Batteries', 'Internal Batteries']]"
B0015A4V0E,A3GASQRWPQW28W,No*BoUnCe,"[1, 1]","When I recently received this battery, I immediately noticed that it suspiciously looked ""used"" (it had deep marks scratched on the ends) and I had my doubts ...  But, I wanted to give it the benefit of doubt and went ahead and charged it for use.It appears this is NOT a new battery for it only holds a charge on ""Stand by Only"" (with no calling at all) for just four days (and I am in a good 3G area) ... a new battery is supposed to last ""up to"" 10 days on stand by only.  This battery I received is no better than the old worn out battery I am trying to replace.  Why would it be advertise as a ""new"" battery when it is obviously used?  In fact, my old battery looks newer than this one.Maybe it was my order ... but, because of this seemingly false advertising, I cannot recommend.",1.0,1283385600,"09 2, 2010",LG OEM LGIP-430G BATTERY FOR CF360 CU720 SHINE,3.99,http://ecx.images-amazon.com/images/I/41OUZp6RuEL._SY300_.jpg,{'Cell Phones & Accessories': 43779},LG,"[['Cell Phones & Accessories', 'Accessories', 'Batteries', 'Internal Batteries']]"
B0015A4V0E,A24XK99ZEXT16Y,Noel H.,"[0, 0]","I figure the price it's too cheap and it may fail, however it's been close to a month now and battery still up running strong.  Shipping was fast too.",5.0,1284681600,"09 17, 2010",LG OEM LGIP-430G BATTERY FOR CF360 CU720 SHINE,3.99,http://ecx.images-amazon.com/images/I/41OUZp6RuEL._SY300_.jpg,{'Cell Phones & Accessories': 43779},LG,"[['Cell Phones & Accessories', 'Accessories', 'Batteries', 'Internal Batteries']]"
B0015A4V0E,A2JISE2I6HE4Y5,Peak Gazer,"[0, 0]","We bought this to have an extra during a trip overseas. It appears to be a genuine LG battery, held it's charge well. Because it's a recent purchase I can't comment on longevity. The same battery at the AT&T store was priced four to five times what we paid for this one.",5.0,1336348800,"05 7, 2012",LG OEM LGIP-430G BATTERY FOR CF360 CU720 SHINE,3.99,http://ecx.images-amazon.com/images/I/41OUZp6RuEL._SY300_.jpg,{'Cell Phones & Accessories': 43779},LG,"[['Cell Phones & Accessories', 'Accessories', 'Batteries', 'Internal Batteries']]"
B0015A4V0E,A24XJTSKIHU04C,"Robert Popichak ""Father Bob Popichak""","[0, 0]",I purchased a pair of these for my father-in-law to replace the batteries in his and my mother-in-law's phones...arrived early and as promised!  Thanks!,5.0,1375660800,"08 5, 2013",LG OEM LGIP-430G BATTERY FOR CF360 CU720 SHINE,3.99,http://ecx.images-amazon.com/images/I/41OUZp6RuEL._SY300_.jpg,{'Cell Phones & Accessories': 43779},LG,"[['Cell Phones & Accessories', 'Accessories', 'Batteries', 'Internal Batteries']]"
B0015A4V0E,A2VNAGUP6GD6ZW,Scott (Technogeek),"[0, 0]","Needed to get important pictures off of my friends old LG CU720 phone, but the existing battery was defective.Was able to pick this battery up for a few bucks and then transfer the photos to my computer.We then donated the LG Phone with a good new battery to a charity.A win-win for all!Recommended",5.0,1394496000,"03 11, 2014",LG OEM LGIP-430G BATTERY FOR CF360 CU720 SHINE,3.99,http://ecx.images-amazon.com/images/I/41OUZp6RuEL._SY300_.jpg,{'Cell Phones & Accessories': 43779},LG,"[['Cell Phones & Accessories', 'Accessories', 'Batteries', 'Internal Batteries']]"
B00169TIG6,A3CW2P1LHMMI8X,Anthony Albence,"[0, 0]","Top quality product.  Great improvement to phone performance.  Fully satisfied with product. New battery has extended like of a basic, durable phone.",5.0,1383523200,"11 4, 2013",OEM Li-Ion Cell Phone Battery (1100 mAh) LGIP-A1100E SBPL0082301/ SBPL0082101,4.1,http://ecx.images-amazon.com/images/I/41k414-IyfL._SX300_.jpg,{'Cell Phones & Accessories': 11434},LG,"[['Cell Phones & Accessories', 'Accessories', 'Batteries', 'Internal Batteries']]"
B00169TIG6,A1JGWRVKKDABQX,Anthony G.,"[0, 0]","This Battery I had replaced for LG Verizon, Because they want change me $49.99 at Verizon Store and I said, that Crazy. SO, Found at Amazon website and was best deal and original battery! NO PROBLEMS once been changed.. Now battery will runs at last 2 to 3 weeks if I don't use that often!Thanks to Amazon!",5.0,1323648000,"12 12, 2011",OEM Li-Ion Cell Phone Battery (1100 mAh) LGIP-A1100E SBPL0082301/ SBPL0082101,4.1,http://ecx.images-amazon.com/images/I/41k414-IyfL._SX300_.jpg,{'Cell Phones & Accessories': 11434},LG,"[['Cell Phones & Accessories', 'Accessories', 'Batteries', 'Internal Batteries']]"
B00169TIG6,A39E7WVMQ653YF,"A. Toll ""Consumer Doc""","[46, 46]","Most manufacturers are only required to manufacture and supply parts for their products for about 7 years, which is the statute of limitations. After this period of time, the challenge is yours as to whether to dump your old but good cell phone and get ripped off by buying a new one in our disposable society.Manufacturers drive their revenue stream by creating this type of planned obsolescence. The lure of more bells and whistles provides an enticement for buying new.  However, I still like to have the choice of simply buying a new battery for a cell phone that otherwise works great.  Unfortunately, I have discovered that you need to be very careful when attempting to purchase an LG OEM 1100mAh battery described as ""new"".  Here are the facts before you buy:1. LG ceased manufacturing these cells back in 2007. Too bad LG didn't tell us that!  This means that any batteries described as ""new"" by vendors are at least 5 years old or greater and have been sitting in warehouses.2. Before you buy, recognize that you will NOT be receiving a ""new"" cell-only one that has been tested, but may not hold its charge at full capacity for the same period of time that a freshly manufactured cell would under normal operating conditions.3. If purchasing, insist that the merchant/vendor sends you only the latest production date on the cell, and is honest in communicating this information to you.-Each LG OEM 1100mAh cell has a production date under the UPC code on the back of each battery.  (For example, DC071013 indicates that the cell was manufactured on October 13, 2007).4. I purchased several of these cells from different vendors over the past few years and have discovered that they may not disclose this to you unless you ask. They are old cells and this explains why they are discounting them substantially. My experiences suggest that they do not retain their charge for more than 1-2 days.  Please take this into consideration before you purchase.5. Remember....""New"" means different things to different folks.  To vendors, ""new"" simply means that the battery has never been used.  To most purchasers, ""new"" implies that it has been recently manufactured and can be expected to retain a full charge pursuant to fresh cell standards. Don't fall for a ""PHONE-Y"" pitch!Good Hunting!",3.0,1350777600,"10 21, 2012",OEM Li-Ion Cell Phone Battery (1100 mAh) LGIP-A1100E SBPL0082301/ SBPL0082101,4.1,http://ecx.images-amazon.com/images/I/41k414-IyfL._SX300_.jpg,{'Cell Phones & Accessories': 11434},LG,"[['Cell Phones & Accessories', 'Accessories', 'Batteries', 'Internal Batteries']]"
B00169TIG6,AFYT0VV7HPNHA,dancingdevil71,"[1, 1]","Well I bought the battery cause mine was almost 2 yrs old in my phone so when I got this battery and put it in my phone, turned my phone off to charge it it had a full charge but without doing anything on the phone for a few hours the battery went down. I have better luck with my old battery.",3.0,1363737600,"03 20, 2013",OEM Li-Ion Cell Phone Battery (1100 mAh) LGIP-A1100E SBPL0082301/ SBPL0082101,4.1,http://ecx.images-amazon.com/images/I/41k414-IyfL._SX300_.jpg,{'Cell Phones & Accessories': 11434},LG,"[['Cell Phones & Accessories', 'Accessories', 'Batteries', 'Internal Batteries']]"
B00169TIG6,AKT2VSLZHDD81,desrtroz,"[0, 0]","I bought this battery as a replacement for my daughter's cell phone.  Since it's OEM, it works perfectly!  Fast delivery!",5.0,1265760000,"02 10, 2010",OEM Li-Ion Cell Phone Battery (1100 mAh) LGIP-A1100E SBPL0082301/ SBPL0082101,4.1,http://ecx.images-amazon.com/images/I/41k414-IyfL._SX300_.jpg,{'Cell Phones & Accessories': 11434},LG,"[['Cell Phones & Accessories', 'Accessories', 'Batteries', 'Internal Batteries']]"
B00169TIG6,A36A1ZYZH8568P,"Ethan Winning ""Ethan Winning""","[7, 8]","Though I paid slightly more, I didn't pay shipping. Though it shows 1100mAh, the two batteries I received were 1000mAh. And yet, I'm still giving it 5 stars!My LG battery died after 5 years, and within a week, my wife's battery bit the proverbial battery dust as well. We don't use our phones much, and it's a stretch to tell you that I think we have LG 3800s and to show how little we use them, we prepay annually, and mine stays in the car for emergencies. What has that got to do with a 5 star rating?Well, we'll start with the difference between 1000 and 1100mAh. Yes, I'd like to have gotten 1100mAh because it's nice to know that it MIGHT last a little longer on a single charge. But the truth is that they're almost equivalent unless you take pictures with your phone, especially flash pictures. Since MY phone is plugged into the DC plug in my car, any time I drive, it recharges the phone. For my wife who actually carries her phone, it may not last quite as long, and so she's gotten into the habit of charging her phone every 3-5 days. Problem (or lack thereof) solved!So, don't get upset. And always remember that when our phones first came out, the replacement battery was some outrageous figure like $35 or $40 each!At these prices and them being almost identical to the original battery, YOU CAN'T GO WRONG!!!eaw",5.0,1367366400,"05 1, 2013",OEM Li-Ion Cell Phone Battery (1100 mAh) LGIP-A1100E SBPL0082301/ SBPL0082101,4.1,http://ecx.images-amazon.com/images/I/41k414-IyfL._SX300_.jpg,{'Cell Phones & Accessories': 11434},LG,"[['Cell Phones & Accessories', 'Accessories', 'Batteries', 'Internal Batteries']]"
B00169TIG6,A4BWLMHXHK901,Gene Mick,"[0, 0]","So far the replacement Lithium Ion batteries (2 in 2 cell phones) are doing OK, and may be even showing a slightly increased time between charges.  The date stamp on the batteries indicate they are only a few months newer than my old batteries.  Others have noted that scuff marks on the terminals indicate that they are used.  However, the batteries arrived fully charged, so the scuff marks could be due to the charger.",5.0,1307232000,"06 5, 2011",OEM Li-Ion Cell Phone Battery (1100 mAh) LGIP-A1100E SBPL0082301/ SBPL0082101,4.1,http://ecx.images-amazon.com/images/I/41k414-IyfL._SX300_.jpg,{'Cell Phones & Accessories': 11434},LG,"[['Cell Phones & Accessories', 'Accessories', 'Batteries', 'Internal Batteries']]"
B00169TIG6,AVD3CMHCTX8VH,Levi,"[0, 0]",Brought new life into a great phone thats over 10 years old. Would recommend,5.0,1404259200,"07 2, 2014",OEM Li-Ion Cell Phone Battery (1100 mAh) LGIP-A1100E SBPL0082301/ SBPL0082101,4.1,http://ecx.images-amazon.com/images/I/41k414-IyfL._SX300_.jpg,{'Cell Phones & Accessories': 11434},LG,"[['Cell Phones & Accessories', 'Accessories', 'Batteries', 'Internal Batteries']]"
B00169TIG6,A3FPSY1M6G7XIB,RonAnnArbor,"[0, 0]","This battery work well in the older phones for which it is intended. Be sure to do the initial charge and then let it deplete fully before charging again, its one of those older Lithium batteries that requires the conditioning for full charge.",5.0,1372982400,"07 5, 2013",OEM Li-Ion Cell Phone Battery (1100 mAh) LGIP-A1100E SBPL0082301/ SBPL0082101,4.1,http://ecx.images-amazon.com/images/I/41k414-IyfL._SX300_.jpg,{'Cell Phones & Accessories': 11434},LG,"[['Cell Phones & Accessories', 'Accessories', 'Batteries', 'Internal Batteries']]"
B00169TIG6,A391RJ8646SYY1,Tom Barrister,"[0, 0]","The battery arrived within the time frame for shipping and was well packaged.The first visible difference between this and the original is that the cell for this one was made in China; the original was made in Korea.The original was solid, while this one had a seam around the bottom, and one could see some of the battery's contents starting to leak there already.  The manufacture code of DC061128 (November 28, 2006) means that the battery is over 5 years old.The battery did come with a full charge, but a battery that's already leaking isn't going to be used in my phone.  Since the cost was nominal, it's not worth bothering to return it.Rating: D",1.0,1331424000,"03 11, 2012",OEM Li-Ion Cell Phone Battery (1100 mAh) LGIP-A1100E SBPL0082301/ SBPL0082101,4.1,http://ecx.images-amazon.com/images/I/41k414-IyfL._SX300_.jpg,{'Cell Phones & Accessories': 11434},LG,"[['Cell Phones & Accessories', 'Accessories', 'Batteries', 'Internal Batteries']]"
B00169TIG6,A15HTV50HPNT7K,William H.,"[0, 0]","Considering the area the phone is in and it constantly searching for service, the 2 batterys we ordered last almost 2 days.  When a phone is without service and constantly searching, it eats up the battery quick.....these batterys last a long time in this situation and also last quite a while when actually using the phone!  Took until the 2nd charge to get a good charge, but it's that way with most batterys.",5.0,1358640000,"01 20, 2013",OEM Li-Ion Cell Phone Battery (1100 mAh) LGIP-A1100E SBPL0082301/ SBPL0082101,4.1,http://ecx.images-amazon.com/images/I/41k414-IyfL._SX300_.jpg,{'Cell Phones & Accessories': 11434},LG,"[['Cell Phones & Accessories', 'Accessories', 'Batteries', 'Internal Batteries']]"
B00169TIG6,AN0JK8OQLUC55,"yO ""yobridge12""","[0, 0]","Finally a battery that holds a charge,,,a long charge,,,,.I'd ordered this same brand battery a year and a half ago from seller,,(let's just say ""Webtr...."")...Didn't hold a charge of over 5mins for the 1st two charges,,afterwards the charge held on for a little over an hour's talk time...This Battery from BargainCell is better than the one that came with my LG phone..Full bar charge even after 40 mins talk time..",5.0,1275696000,"06 5, 2010",OEM Li-Ion Cell Phone Battery (1100 mAh) LGIP-A1100E SBPL0082301/ SBPL0082101,4.1,http://ecx.images-amazon.com/images/I/41k414-IyfL._SX300_.jpg,{'Cell Phones & Accessories': 11434},LG,"[['Cell Phones & Accessories', 'Accessories', 'Batteries', 'Internal Batteries']]"
B001D1UM9E,A1SQ7WFQC8IXFX,Amazon Customer,"[0, 0]","Very nice charger, charge very fast matching with wall charger . Don't blind you like the Motorola car charger. Recommended 100%",5.0,1368057600,"05 9, 2013",Lg LG Original SGCC0003402 CLA-305 Micro-USB Car Charger cell phone,9.45,http://ecx.images-amazon.com/images/I/31jGul0g5OL._SX300_.jpg,{'Cell Phones & Accessories': 19852},LG,"[['Cell Phones & Accessories', 'Accessories', 'Chargers', 'Car Chargers']]"
B001D1UM9E,A2R9RX74HG5M2R,electricguy,"[0, 0]",I'm having to bend the side prongs in to make it fit without pushing extremely hard. With that said it charges and seems well made. The Motorola one I have is much easier to insert.,3.0,1397088000,"04 10, 2014",Lg LG Original SGCC0003402 CLA-305 Micro-USB Car Charger cell phone,9.45,http://ecx.images-amazon.com/images/I/31jGul0g5OL._SX300_.jpg,{'Cell Phones & Accessories': 19852},LG,"[['Cell Phones & Accessories', 'Accessories', 'Chargers', 'Car Chargers']]"
B001D1UM9E,A108Q7Q36NS5M4,Jo,"[0, 0]",It looks great and also works great. Unfortunetely I had to return it because I had many problems with my Nexus 4 and I no longer needed.,5.0,1371859200,"06 22, 2013",Lg LG Original SGCC0003402 CLA-305 Micro-USB Car Charger cell phone,9.45,http://ecx.images-amazon.com/images/I/31jGul0g5OL._SX300_.jpg,{'Cell Phones & Accessories': 19852},LG,"[['Cell Phones & Accessories', 'Accessories', 'Chargers', 'Car Chargers']]"
B001D1UM9E,A2CMKRNNI0VIYL,Magic Mike,"[0, 0]","Not sure if this is a knock off or the real deal, but the charger does the the LG logo on it. Hooks up snug to the phone and power supply in my truck. No complains. Works as intended and for five clams it's a great value.",5.0,1328054400,"02 1, 2012",Lg LG Original SGCC0003402 CLA-305 Micro-USB Car Charger cell phone,9.45,http://ecx.images-amazon.com/images/I/31jGul0g5OL._SX300_.jpg,{'Cell Phones & Accessories': 19852},LG,"[['Cell Phones & Accessories', 'Accessories', 'Chargers', 'Car Chargers']]"
B001D1UM9E,A2KHQ9BZY9Y520,parq,"[0, 0]",Charger comes without a box or anything for that matter but it does have the lg logo.The charger works perfectly on my car (Nissan) using the cigarette outlet as specified and it does a good job charging my phone (nexus4).I would recommend this item.,5.0,1379635200,"09 20, 2013",Lg LG Original SGCC0003402 CLA-305 Micro-USB Car Charger cell phone,9.45,http://ecx.images-amazon.com/images/I/31jGul0g5OL._SX300_.jpg,{'Cell Phones & Accessories': 19852},LG,"[['Cell Phones & Accessories', 'Accessories', 'Chargers', 'Car Chargers']]"
B001D1UM9E,A131NYI56W64SI,RJZ,"[0, 0]","While not a full 1000ma charger (I think it's 700) it works well and charges most phones quickly even while in use. If you want to use your phone as a GPS, you really need a 1000ma charger.",4.0,1390089600,"01 19, 2014",Lg LG Original SGCC0003402 CLA-305 Micro-USB Car Charger cell phone,9.45,http://ecx.images-amazon.com/images/I/31jGul0g5OL._SX300_.jpg,{'Cell Phones & Accessories': 19852},LG,"[['Cell Phones & Accessories', 'Accessories', 'Chargers', 'Car Chargers']]"
B001EJKBHS,A3LJ3U9JPQR24O,Amazon Customer,"[2, 2]","Quality replacement battery. Great price, much cheaper than at the cell phone retail store! I highly reccomend this seller!",5.0,1251590400,"08 30, 2009",LG OEM LGLP-AHKM BLACK BATTERY FOR VX-9100 ENV2,4.25,http://ecx.images-amazon.com/images/I/41bNP231eYL._SY300_.jpg,{'Cell Phones & Accessories': 16335},LG,"[['Cell Phones & Accessories', 'Accessories', 'Batteries', 'Internal Batteries']]"
B001EJKBHS,A222HHCJP4YLSQ,"dhutchi ""dhutchi""","[3, 3]","This battery arrived on time and was visually identical to the original OEM battery.  However, it quickly lost the ability to retain a charge and requires daily recharging when the original OEM battery lasted 3-5 days when new.  It's no better than the worn out 2-1/2 year old original battery that it replaced.",1.0,1284940800,"09 20, 2010",LG OEM LGLP-AHKM BLACK BATTERY FOR VX-9100 ENV2,4.25,http://ecx.images-amazon.com/images/I/41bNP231eYL._SY300_.jpg,{'Cell Phones & Accessories': 16335},LG,"[['Cell Phones & Accessories', 'Accessories', 'Batteries', 'Internal Batteries']]"
B001EJKBHS,AYGEKID3G7DPW,Mat Van Gogh,"[0, 0]",This replaced my old battery from my ENV2 it worked for a year with a good charge then evenually died. Its probably my fault. it still worked a long time when he was functioning 100%Pros. -- long battery hourscons- Doesnt last forever.Highly Recommended,4.0,1362528000,"03 6, 2013",LG OEM LGLP-AHKM BLACK BATTERY FOR VX-9100 ENV2,4.25,http://ecx.images-amazon.com/images/I/41bNP231eYL._SY300_.jpg,{'Cell Phones & Accessories': 16335},LG,"[['Cell Phones & Accessories', 'Accessories', 'Batteries', 'Internal Batteries']]"
B001EJKBHS,A1E6CPJU4NF3TP,Mauler452,"[0, 0]","once charged, this battery lasts about 6 hours without mush usage.  First we thought it was great, nice fit, appeared to charge just fine.  Maybe I got a lemon, maybe it's the generic brand.  I would buy this one again",1.0,1337040000,"05 15, 2012",LG OEM LGLP-AHKM BLACK BATTERY FOR VX-9100 ENV2,4.25,http://ecx.images-amazon.com/images/I/41bNP231eYL._SY300_.jpg,{'Cell Phones & Accessories': 16335},LG,"[['Cell Phones & Accessories', 'Accessories', 'Batteries', 'Internal Batteries']]"
